id	question	question_concept	choices	answerKey
308b1c17a0dc5273d442dba191789de7	Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?	folding chair	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roof', 'school', 'beach', 'closet', 'garage'], dtype=object)}	D
5f3357cd75e10f08d46195289d1a823d	If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?	getting divorce	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being married', 'sisters', 'marriage', 'two people', 'lawyer'],
      dtype=object)}"	A
8c157adc2027737cefb4ee0d6c9836d6	How do geese normally get from place to place?	geese	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carried by people', 'guard house', 'fly',
       'follow ultralight airplane', 'group together'], dtype=object)}"	C
688772598f69066794067c48197a9ab2	John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?	punching	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hostility', 'anger', 'nose', 'fists', 'hands'], dtype=object)}	E
6874cbf68869d5482b719778f85b09a5	Though it stayed strictly indoors, the small dog felt like it had all the space in the world in the what?	small dog	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['living room', 'dog park', 'basket', 'small apartment',
       'big house'], dtype=object)}"	E
397efef2f7c69fbb8f7507f2907196e3	WHat leads to someone's death when they are very depressed?	death	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['suicide', 'overdosing', 'sadness', 'murder', 'cyanide'],
      dtype=object)}"	A
6741642ade99f46b6086e9468f327b49	She was sick and staying in bed the day of the event, unfortunately this meant she was what?	staying in bed	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['resting', 'sleep more', 'bed sores', 'missing out', 'comfort'],
      dtype=object)}"	D
c4dcfeacbbc2d365a6fc34d8811e4ed6	Where would a lizard surprise a person?	lizard	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new mexico', 'forrest', 'dessert', 'garden', 'creek'],
      dtype=object)}"	D
64ce22ee28a83119363b83a83de1ae92	They were getting together for the big game, he wasn't hosting but made sure to bring pretty of food with him over to where?	food	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['picnic', ""friend's house"", 'table', 'space shuttle',
       'fairgrounds'], dtype=object)}"	B
46376ac886af06e85beac37f3391c357	Who is likely yo have a caring heart?	heart	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['person', 'species', 'artichoke', 'all mammals', 'live animal'],
      dtype=object)}"	A
4bc34224aaa443baad6ccae86e11f3ab	I'm looking for alcohol and fried foods, any suggestions?	alcohol	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pub', 'plane', 'beer', 'store', 'fraternity house'], dtype=object)}	A
9fd4737d024fb0d6a9f047bed295bddb	If I had a jar which was likely to spoil if left out, where would I want to put it?	jar	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'pantry', 'grocery store', 'pantry',
       'refrigerator'], dtype=object)}"	E
2713983edc30c6391b9aa4ef2cb7ed79	Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?	blowfish	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books', 'france', 'fish market', 'atlantic ocean', 'cuba'],
      dtype=object)}"	B
478a2734a41c208d54b79e165590c8d2	What will happen to skin pinched in something?	skin	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel cold', 'feel pressure', 'feel bumpy', 'itches',
       'feel clammy'], dtype=object)}"	B
8f338dbffed1b6489297aeeace0e6388	Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.	kite	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""child's hand"", 'the last straw', 'hobby shop', 'end of line',
       'toy store'], dtype=object)}"	D
2060c15ad927d63db327f6277abee731	The man uses grooming before a job interview, what is he trying to portray?	grooming	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['looking good', 'beauty', 'tardiness', 'handsomeness', 'neatness'],
      dtype=object)}"	E
a74b9266de3c155863231cc6eae36dce	Where would there be many people sitting in chair and listening to religious speech?	chair	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['auditorium', 'office', 'synagogue', 'confession', 'church'],
      dtype=object)}"	C
78cc94259c69fe5860663cfb709e12d0	Where is a tabby cat likely to be happiest?	tabby cat	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['box', 'home', 'alley', 'lap', 'barn'], dtype=object)}	D
0207126210b7d3c65da2f62b175e0e99	East coast areas such as Florida are found where?	coast	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['florida', 'denmark', 'united states', 'map', 'california'],
      dtype=object)}"	C
75ca0cb4e5e4ff188fcf7aa2c8af58fb	To learn must have the right book, to work efficiently what must one have?	learn	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['improve yourself', 'become knowledgeable', 'have tools',
       'persistence', 'have more knowledge'], dtype=object)}"	C
6bdb0431fa12fbdc5d641044379eec7b	What is a mobile launching platform found in the ocean?	launching platform	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['launch pad', 'circus', 'aircraft carrier', 'large open area',
       'space station'], dtype=object)}"	C
86ca5b66f3edd3ba38f117dd2c2cc1b2	There weren't potatoes but actually a snake in his what?	snake	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['burlap sack', 'hot country', 'purse', 'pet shops', 'deep grass'],
      dtype=object)}"	A
3c4726ed93e78b8c9ed9ff4ac444a62f	What could listening to music cause you to be?	listening to music	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happy', 'smile', 'calm', 'entertainment', 'relaxation'],
      dtype=object)}"	C
aa55b7f6b2b2c627ea7d95b621a0ffbf	If you want to make a big splash in a river with a rock, from where should you throw it?	rock	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountains countryside', 'ground', 'bridge', 'mountain range',
       'surface of earth'], dtype=object)}"	C
5b31de5a0506985dea62030485e9c3c3	What is committing perjury likely to lead to?	committing perjury	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shame', 'arrest', 'embarrassment', 'go to jail', 'tension'],
      dtype=object)}"	B
9a2a94207d01eae356a632638c708505	The new play was the go to performance of the year, all the crowds would stand and what?	go to performance	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['admiration', 'applaud', 'make reservations', 'experience',
       'sleep'], dtype=object)}"	B
6b819727eb8a670df26a7ffad036c119	"""There are 10 apples on an apple tree.  Three fall off.  Now there are X apples.""  What is this an example of?"	apple tree	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'coloring book', 'garden center', 'math problem',
       'gravity'], dtype=object)}"	D
bb7e95200163d56ff217cba6eae470c8	Where are people likely to find food?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera', 'supermarket', 'building', 'conference', 'apartment'],
      dtype=object)}"	B
e1c1e59bef82df97789fb74211588d25	What might a kid do with his friend before going to play?	going to play	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laugh', 'sit', 'being entertained', 'math', 'meet'], dtype=object)}	E
b050548eda5c0aa847542a5e5f2226ea	What is a person who is well educated?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['illiterate', 'knowledgable', 'own house', 'have enough food',
       'meet expectations'], dtype=object)}"	B
5fed6d8e79458a77fafccc77c5430166	Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?	alcoholic	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['prison', 'bridge', 'locked up', 'homeless shelter',
       ""neighbor's house""], dtype=object)}"	A
4840397382c65294f9f1505cd5845799	Where do you buy tickets at a ticket booth for games/	ticket booth	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['train station', 'cathedral', 'metro station', 'fairgrounds',
       'amusement park'], dtype=object)}"	D
98f268fe3f6603dffd1ef3720e612adf	A soccer field that is not contained in a building would be where?	soccer field	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['playground', 'mexico', 'town', 'outside', 'world cup'],
      dtype=object)}"	D
1958f3bf80c4515629f0d342c540c0b8	Letters are sometimes delivered by hand through one of these.	letters	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mail box', 'suitcase', 'front door', 'bowl', 'post office'],
      dtype=object)}"	C
d27d0465137f3c709426eccae98acbe5	John came to see Sam and Sam kicked him out.  Sam didn't like company.  He prefered what?	company	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['you', 'abbreviation', 'solitude', 'loneliness', 'alone'],
      dtype=object)}"	C
d227f28c9490843fb225fcf4c7904ba9	If somebody likes temperatures cool, they might have more than one electric fan where?	electric fan	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'hardware store', 'home', 'hot room', 'office'],
      dtype=object)}"	A
b2c3a4d4c013ec6251bcfd92f35063d6	Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?	losing consciousness	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['injury', 'death', 'playing uno', 'coma', 'falling down'],
      dtype=object)}"	E
3667955cd4a7b8af3f2ed35747eea857	The president had to make a decision regarding the hate attack on his country, what did he do?	hate	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wage war', 'fight enemy', 'kill', 'destroy enemy',
       'attacked his country'], dtype=object)}"	A
8f94e2afc2456142d50a8e76bb4f2ba7	What's it called when you have seen something through an eyepiece?	eyepiece	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sights', 'optical illusion', 'optical telescope',
       'light microscope', 'binocular'], dtype=object)}"	A
86ea5303d0194c17ac6f6dec5585751d	He had done a great job with the scary decorations, they were completely what?	great	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['terrible', 'little', 'halloween', 'small', 'horrible'],
      dtype=object)}"	E
371f22b6bf7c922f4f3a3ed182992656	If you did well on the test, you might get an A as a what?	test	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['see work', 'practice', 'quiz', 'school grade', 'homework'],
      dtype=object)}"	D
53cec6df76ad2fc0d802979682d1ce4e	If you tell you boss your suffering from boredom they'll likely tell you to get back to what?	boredom	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dream', 'fiddle', 'watch film', 'see new', 'work'], dtype=object)}	E
126fcd9a539ac8237f82863df295108e	What is a good result of jogging?	jogging	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['insect repellent', 'heart attacks', 'improved health',
       'shin splints', 'being tired'], dtype=object)}"	C
b629881148db7b32eed4d225fedf7c31	What is done to wood to attach something to it?	wood	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nailed', 'carved', 'polished', 'eat cake', 'petrify'],
      dtype=object)}"	A
f35128ce82c006de5f73efdd0f9cca06	Where is a fox likely to be caught?	fox	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tennessee', 'inside joke', 'grassy field', 'the forrest',
       'england'], dtype=object)}"	C
e5a694ab7333ea27a942613d248b732a	Where do you put a new dining table?	dining table	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cafeteria', 'arranging papers', 'in the park',
       'formal dining room', 'house'], dtype=object)}"	E
c330780e3e855a5b2bd730b9a3997c5c	Sometimes fighting inflation isn't even what, because it is so negligible?	fighting inflation	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['economic instability', 'not noticeable', 'spend more',
       'rising interest rates', 'boring'], dtype=object)}"	B
fa01c3b02ef685da10246088861f8e1b	What is likely to have more than one level in a city?	level	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""carpenter's shop"", 'video game', 'garage', 'total number',
       'building'], dtype=object)}"	C
4c0253d32a773f66cd70cc19cec89f80	Where is likely to have a lot of fire extinguishers?	fire extinguisher	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garage', 'hospital', 'boat', 'house', 'doll house'], dtype=object)}	B
f135ec42b0fa32dfcbf41e8af1fa9476	Where would someone learn to play an upright piano?	upright piano	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music room', 'music store', 'music class', 'medium', 'house'],
      dtype=object)}"	C
7c22c55993fccd4c7d3c4d1f97bfff7e	What is necessary for learning by yourself?	learning	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exposure', 'patience', 'study', 'cooperation', 'thought'],
      dtype=object)}"	C
ed0937d5ecad752068e97f9d8c5bd5c5	John and Jane were a couple.  They were dating for a while and wanted to be together for even longer. For this reason, they did what?	couple	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make sex', 'plan to marry', 'dance', 'electrical circuit',
       'row about'], dtype=object)}"	B
eae086f7e41faeffd22f8bb5b9e40cbc	What emotion does getting paid lead to?	getting paid	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sorrow', 'paying bills', 'happiness', 'frustration',
       'spending money'], dtype=object)}"	C
8e455fecd2912108d741759ebc26183e	Who is likely going in to a market?	going to market	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stress', 'food', 'that you', 'spending money', 'walking'],
      dtype=object)}"	C
